Kommunenr,Kommunenavn,Fylkenr,Fylkenavn,IMDiRegion,Næringsregionnr,Næringsregion_navn,Sentralitet_nr_2008,Sentralitet_kat_2008,,,
2025,Tana,20,Finnmark,IMDi Nord,3084,Midt-Finnmark (f.o.m. 2018),0,Minst sentrale kommuner,,,
2027,Nesseby,20,Finnmark,IMDi Nord,3085,Øst-Finnmark (f.o.m. 2018),1,Mindre sentrale kommuner,,,
2028,Båtsfjord,20,Finnmark,IMDi Nord,3085,Øst-Finnmark (f.o.m. 2018),0,Minst sentrale kommuner,,,
2030,Sør-Varanger,20,Finnmark,IMDi Nord,3085,Øst-Finnmark (f.o.m. 2018),0,Minst sentrale kommuner,,,
5054,Indre Fosen,50,Trøndelag,IMDi Nord,3059,Fosen (f.o.m. 2018),1,Mindre sentrale kommuner,,,
9999,Uoppgitt kommune,99,Uoppgitt fylke,Uoppgitt IMDi-region,3099,Uoppgitt næringsregion,.,.,,,
0000,Norge,00,Norge,.,00,Norge,.,.,,,
.,.,01,Østfold,IMDi Øst,01,Halden (t.o.m. 2017),.,.,,,
.,.,01,Østfold,IMDi Øst,02,Indre Østfold (t.o.m. 2017),.,.,,,
.,.,01,Østfold,IMDi Øst,03,Mosseregionen (t.o.m. 2017),.,.,,,
.,.,01,Østfold,IMDi Øst,04,Nedre Glomma (t.o.m. 2017),.,.,,,
.,.,02,Akershus,IMDi Øst,05,Akershus Vest (t.o.m. 2017),.,.,,,
.,.,02,Akershus,IMDi Øst,06,Follo (t.o.m. 2017),.,.,,,
.,.,02,Akershus,IMDi Øst,07,Nedre Romerike (t.o.m. 2017),.,.,,,
.,.,02,Akershus,IMDi Øst,08,Øvre Romerike (t.o.m. 2017),.,.,,,
.,.,03,Oslo,IMDi Øst,09,Oslo (t.o.m. 2017),.,.,,,
.,.,04,Hedmark,IMDi Indre Øst,10,Fjellregionen (t.o.m. 2017),.,.,,,
.,.,04,Hedmark,IMDi Indre Øst,11,Glåmdal (t.o.m. 2017),.,.,,,
.,.,04,Hedmark,IMDi Indre Øst,12,Hamarregionen (t.o.m. 2017),.,.,,,
.,.,04,Hedmark,IMDi Indre Øst,13,Sør Østerdal (t.o.m. 2017),.,.,,,
.,.,05,Oppland,IMDi Indre Øst,14,Gjøvikregionen (t.o.m. 2017),.,.,,,
.,.,05,Oppland,IMDi Indre Øst,15,Hadeland (t.o.m. 2017),.,.,,,
.,.,05,Oppland,IMDi Indre Øst,16,Lillehammerregionen (t.o.m. 2017),.,.,,,
.,.,05,Oppland,IMDi Indre Øst,17,Midt-Gudbrandsdal (t.o.m. 2017),.,.,,,
.,.,05,Oppland,IMDi Indre Øst,18,Nord-Gudbrandsdal (t.o.m. 2017),.,.,,,
.,.,05,Oppland,IMDi Indre Øst,19,Valdres (t.o.m. 2017),.,.,,,
.,.,06,Buskerud,IMDi Indre Øst,20,Drammensregionen (t.o.m. 2017),.,.,,,
.,.,06,Buskerud,IMDi Indre Øst,21,Hallingdal (t.o.m. 2017),.,.,,,
.,.,06,Buskerud,IMDi Indre Øst,22,Kongsberg/Numedal (t.o.m. 2017),.,.,,,
.,.,06,Buskerud,IMDi Indre Øst,23,Midt-Buskerud (t.o.m. 2017),.,.,,,
.,.,06,Buskerud,IMDi Indre Øst,24,Ringerike/Hole (t.o.m. 2017),.,.,,,
.,.,07,Vestfold,IMDi Øst,25,Tønsbergregionen (t.o.m. 2017),.,.,,,
.,.,07,Vestfold,IMDi Øst,26,Sandefjord/Larvik (t.o.m. 2017),.,.,,,
.,.,08,Telemark,IMDi Sør,27,Grenland (t.o.m. 2017),.,.,,,
.,.,08,Telemark,IMDi Sør,28,Midt-Telemark (t.o.m. 2017),.,.,,,
.,.,08,Telemark,IMDi Sør,29,Øst-Telemark (t.o.m. 2017),.,.,,,
.,.,08,Telemark,IMDi Sør,30,Vest-Telemark (t.o.m. 2017),.,.,,,
.,.,09,Aust-Agder,IMDi Sør,31,Setesdal (t.o.m. 2017),.,.,,,
.,.,09,Aust-Agder,IMDi Sør,32,Arendalregionen (t.o.m. 2017),.,.,,,
.,.,10,Vest-Agder,IMDi Sør,33,Lister (t.o.m. 2017),.,.,,,
.,.,10,Vest-Agder,IMDi Sør,34,Mandalsregionen (t.o.m. 2017),.,.,,,
.,.,09,Aust-Agder,IMDi Sør,35,Kristiansandregionen (t.o.m. 2017),.,.,,,
.,.,11,Rogaland,IMDi Vest,36,Dalane (t.o.m. 2017),.,.,,,
.,.,11,Rogaland,IMDi Vest,37,Haugesundregionen (t.o.m. 2017),.,.,,,
.,.,11,Rogaland,IMDi Vest,38,Ryfylke (t.o.m. 2017),.,.,,,
.,.,11,Rogaland,IMDi Vest,39,Stavangerregionen (t.o.m. 2017),.,.,,,
.,.,12,Hordaland,IMDi Vest,40,Bergen (t.o.m. 2017),.,.,,,
.,.,12,Hordaland,IMDi Vest,41,Bjørnefjorden (t.o.m. 2017),.,.,,,
.,.,12,Hordaland,IMDi Vest,42,Hardanger (t.o.m. 2017),.,.,,,
.,.,12,Hordaland,IMDi Vest,43,Voss (t.o.m. 2017),.,.,,,
.,.,12,Hordaland,IMDi Vest,44,Nordhordland (t.o.m. 2017),.,.,,,
.,.,12,Hordaland,IMDi Vest,45,Osterfjorden (t.o.m. 2017),.,.,,,
.,.,12,Hordaland,IMDi Vest,46,Sunnhordland (t.o.m. 2017),.,.,,,
.,.,12,Hordaland,IMDi Vest,47,Hordaland Vest (t.o.m. 2017),.,.,,,
.,.,14,Sogn og Fjordane,IMDi Vest,48,HAFS (t.o.m. 2017),.,.,,,
.,.,14,Sogn og Fjordane,IMDi Vest,49,Nordfjord (t.o.m. 2017),.,.,,,
.,.,14,Sogn og Fjordane,IMDi Vest,50,Sogn (t.o.m. 2017),.,.,,,
.,.,14,Sogn og Fjordane,IMDi Vest,51,Sunnfjord (t.o.m. 2017),.,.,,,
.,.,15,Møre og Romsdal,IMDi Midt-Norge,52,Nordmøre (t.o.m. 2017),.,.,,,
.,.,15,Møre og Romsdal,IMDi Midt-Norge,53,Romsdal (t.o.m. 2017),.,.,,,
.,.,15,Møre og Romsdal,IMDi Midt-Norge,54,Storfjord (t.o.m. 2017),.,.,,,
.,.,15,Møre og Romsdal,IMDi Midt-Norge,55,Søre Sunnmøre (t.o.m. 2017),.,.,,,
.,.,15,Møre og Romsdal,IMDi Midt-Norge,56,Ålesundregionen (t.o.m. 2017),.,.,,,
.,.,16,Sør-Trøndelag (t.o.m. 2017),IMDi Midt-Norge,57,Fosen (t.o.m. 2017),.,.,,,
.,.,16,Sør-Trøndelag (t.o.m. 2017),IMDi Midt-Norge,58,Hitra/Frøya (t.o.m. 2017),.,.,,,
.,.,16,Sør-Trøndelag (t.o.m. 2017),IMDi Midt-Norge,59,Oppdal/Rennebu (t.o.m. 2017),.,.,,,
.,.,16,Sør-Trøndelag (t.o.m. 2017),IMDi Midt-Norge,60,Orkdalregionen (t.o.m. 2017),.,.,,,
.,.,16,Sør-Trøndelag (t.o.m. 2017),IMDi Midt-Norge,61,Trondheimsregionen (t.o.m. 2017),.,.,,,
.,.,16,Sør-Trøndelag (t.o.m. 2017),IMDi Midt-Norge,62,Rørosregionen (t.o.m. 2017),.,.,,,
.,.,17,Nord-Trøndelag (t.o.m. 2017),IMDi Midt-Norge,63,Stjørdalsregionen (t.o.m. 2017),.,.,,,
.,.,17,Nord-Trøndelag (t.o.m. 2017),IMDi Midt-Norge,64,Innherred (t.o.m. 2017),.,.,,,
.,.,17,Nord-Trøndelag (t.o.m. 2017),IMDi Midt-Norge,65,Indre Namdal (t.o.m. 2017),.,.,,,
.,.,17,Nord-Trøndelag (t.o.m. 2017),IMDi Midt-Norge,66,Kystgruppen (t.o.m. 2017),.,.,,,
.,.,17,Nord-Trøndelag (t.o.m. 2017),IMDi Midt-Norge,67,Midtre Namdal (t.o.m. 2017),.,.,,,
.,.,18,Nordland,IMDi Nord,68,Sør-Helgeland (t.o.m. 2017),.,.,,,
.,.,18,Nordland,IMDi Nord,69,HALD (t.o.m. 2017),.,.,,,
.,.,18,Nordland,IMDi Nord,70,Ytre Helgeland (t.o.m. 2017),.,.,,,
.,.,18,Nordland,IMDi Nord,71,Mosjøregionen (t.o.m. 2017),.,.,,,
.,.,18,Nordland,IMDi Nord,72,Ranaregionen (t.o.m. 2017),.,.,,,
.,.,18,Nordland,IMDi Nord,73,Salten (t.o.m. 2017),.,.,,,
.,.,18,Nordland,IMDi Nord,74,Ofoten (t.o.m. 2017),.,.,,,
.,.,18,Nordland,IMDi Nord,75,Lofoten (t.o.m. 2017),.,.,,,
.,.,18,Nordland,IMDi Nord,76,Vesterålen (t.o.m. 2017),.,.,,,
.,.,19,Troms,IMDi Nord,77,Sør-Troms (t.o.m. 2017),.,.,,,
.,.,19,Troms,IMDi Nord,78,Midt-Troms (t.o.m. 2017),.,.,,,
.,.,19,Troms,IMDi Nord,79,Tromsøregionen (t.o.m. 2017),.,.,,,
.,.,19,Troms,IMDi Nord,80,Nord-Troms (t.o.m. 2017),.,.,,,
.,.,20,Finnmark,IMDi Nord,81,Vest-Finnmark (t.o.m. 2017),.,.,,,
.,.,20,Finnmark,IMDi Nord,82,Midt-Finnmark (t.o.m. 2017),.,.,,,
.,.,20,Finnmark,IMDi Nord,83,Øst-Finnmark (t.o.m. 2017),.,.,,,
